StoryID,CompanyID,ProjectID,StoryText,WordCount,CreationDate,Domain,CompanySize,AgileExperience,TeamSize,HasAmbiguity,AmbiguityCount,SemanticAmbiguity,ScopeAmbiguity,ActorAmbiguity,AcceptanceAmbiguity,DependencyAmbiguity,PriorityAmbiguity,TechnicalAmbiguity,DefectCount,DevelopmentTime,StoryPoints,CustomerSatisfaction,CompletionStatus
US-C1-1193,C1,P5,"As a user, I want to update information in order to comply with regulations",44,2023-05-08,Finance,Large,7,4,True,2,1,0,1,0,0,0,0,3,5,13,3.6,Done
US-C1-1194,C1,P5,"As a loan officer, I want to process application in order to improve security",56,2023-05-08,Finance,Large,7,6,True,1,1,0,0,0,0,0,0,1,5,5,3.5,Done
US-C1-1195,C1,P5,"As a investor, I would like to update information to save time",39,2023-05-08,Finance,Large,7,7,True,1,0,1,0,0,0,0,0,1,6,3,3.2,Done
US-C1-1196,C1,P5,"As a user, I want to view account balance in order to save time",51,2023-05-09,Finance,Large,7,5,True,1,0,0,1,0,0,0,0,2,6,13,3.7,Done
US-C1-1197,C1,P5,"As a investor, I want to update information in order to track spending",37,2023-05-09,Finance,Large,7,7,True,1,1,0,0,0,0,0,0,2,5,3,3.5,Done
US-C1-1198,C1,P5,"As a bank customer, I want to update information so that I can comply with regulations",50,2023-05-09,Finance,Large,7,6,True,1,0,1,0,0,0,0,0,1,6,5,3.3,Done
US-C1-1200,C1,P5,"As a bank customer, I would like to access system to save time",34,2023-05-10,Finance,Large,7,7,True,1,1,0,0,0,0,0,0,1,3,3,3.4,In Progress
US-C1-1202,C1,P5,"As a bank customer, I need to update information so that I can save time",53,2023-05-11,Finance,Large,7,5,True,1,1,0,0,0,0,0,0,4,5,2,3.6,Done
US-C1-1204,C1,P5,"As a investor, I would like to update information to track spending with detailed specifications and comprehensive requirements",60,2023-05-11,Finance,Large,7,5,True,1,1,0,0,0,0,0,0,1,9,2,3.2,Done
US-C1-1205,C1,P5,"As a financial advisor, I want to view account balance in order to improve security with fast performance",51,2023-05-12,Finance,Large,7,5,True,1,0,0,0,0,0,0,1,3,7,2,3.6,Done
US-C1-1207,C1,P5,"As a account holder, I want to handle finances so that I can save time",43,2023-05-12,Finance,Large,7,8,True,1,1,0,0,0,0,0,0,1,5,2,3.2,Cancelled
US-C1-1208,C1,P5,"As a customer, I want to handle finances in order to track spending",46,2023-05-13,Finance,Large,7,5,True,1,1,0,0,0,0,0,0,0,6,13,4.0,Done
US-C1-1209,C1,P5,"As a investor, I want to manage account so that I can save time",47,2023-05-13,Finance,Large,7,5,True,1,0,1,0,0,0,0,0,2,5,5,4.1,Cancelled
US-C1-1210,C1,P5,"As a bank customer, I want to handle finances so that I have better meet financial goals",43,2023-05-13,Finance,Large,7,4,True,2,1,0,0,1,0,0,0,2,7,8,3.2,Done
US-C1-1211,C1,P5,"As a financial advisor, I want to manage account in order to meet financial goals with detailed specifications and comprehensive requirements",62,2023-05-14,Finance,Large,7,6,True,1,1,0,0,0,0,0,0,2,9,8,3.4,Done
US-C1-1212,C1,P5,"As a loan officer, I need to process application so that I can save time",55,2023-05-14,Finance,Large,7,10,True,1,1,0,0,0,0,0,0,2,8,8,4.2,Done
US-C1-1213,C1,P5,"As a user, I need to update information so that I can comply with regulations",48,2023-05-14,Finance,Large,7,7,True,2,0,1,1,0,0,0,0,0,8,3,3.5,In Progress
US-C1-1214,C1,P5,"As a investor, I want to manage account in order to comply with regulations",43,2023-05-15,Finance,Large,7,6,True,1,1,0,0,0,0,0,0,3,8,1,3.7,Done
US-C1-1215,C1,P5,"As a account holder, I want to process application in order to improve security",36,2023-05-15,Finance,Large,7,6,True,1,0,1,0,0,0,0,0,3,9,1,3.9,Done
US-C1-1216,C1,P5,"As a investor, I want to process application in order to save time",44,2023-05-15,Finance,Large,7,6,True,1,1,0,0,0,0,0,0,0,5,8,3.1,Done
US-C1-1217,C1,P5,"As a bank customer, I want to process application in order to comply with regulations",50,2023-05-16,Finance,Large,7,5,True,1,0,1,0,0,0,0,0,2,6,8,3.2,Done
US-C1-1218,C1,P5,"As a bank customer, I want to update information in order to improve security",52,2023-05-16,Finance,Large,7,5,True,1,1,0,0,0,0,0,0,0,6,13,3.6,Done
US-C1-1219,C1,P5,"As a account holder, I need to access system so that I can comply with regulations with detailed specifications and comprehensive requirements",59,2023-05-16,Finance,Large,7,5,True,1,1,0,0,0,0,0,0,2,9,1,3.6,Done
US-C1-1220,C1,P5,"As a account holder, I need to update information so that I can improve security",49,2023-05-17,Finance,Large,7,6,True,1,1,0,0,0,0,0,0,1,8,3,3.6,Done
US-C1-1221,C1,P5,"As a customer, I would like to process application to meet financial goals",52,2023-05-17,Finance,Large,7,4,True,1,1,0,0,0,0,0,0,1,6,2,3.5,Done
US-C1-1222,C1,P5,"As a financial advisor, I want to process application so that I can comply with regulations",45,2023-05-17,Finance,Large,7,5,True,1,0,1,0,0,0,0,0,1,7,2,3.2,Done
US-C1-1223,C1,P5,"As a loan officer, I want to schedule appointment so that I can save time",39,2023-05-18,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,2,3,4.3,Done
US-C1-1224,C1,P5,"As a bank customer, I want to download statements so that I can improve security",44,2023-05-18,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,3,2,4.1,Done
US-C1-1225,C1,P5,"As a customer, I want to download statements in order to meet financial goals",39,2023-05-18,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,2,3,8,3.8,Done
US-C1-1227,C1,P5,"As a investor, I need to view account balance so that I can improve security",53,2023-05-19,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,0,5,5,3.6,Done
US-C1-1228,C1,P5,"As a account holder, I want to schedule appointment in order to save time",44,2023-05-19,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,3,3,4.1,Done
US-C1-1229,C1,P5,"As a financial advisor, I need to transfer funds so that I can meet financial goals",45,2023-05-20,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,3,2,3.9,Done
US-C1-1232,C1,P5,"As a account holder, I want to transfer funds in order to save time",34,2023-05-21,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,2,1,5,3.9,Done
US-C1-1233,C1,P5,"As a account holder, I need to transfer funds so that I can meet financial goals",41,2023-05-21,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,4,4,3,4.0,Done
US-C1-1234,C1,P5,"As a loan officer, I want to view account balance so that I can improve security with detailed specifications and comprehensive requirements",59,2023-05-21,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,4,8,3.9,Done
US-C1-1236,C1,P5,"As a bank customer, I need to schedule appointment so that I can save time",47,2023-05-22,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,5,13,3.8,Done
US-C1-1237,C1,P5,"As a loan officer, I need to view account balance so that I can save time with detailed specifications and comprehensive requirements",62,2023-05-22,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,4,13,4.1,Cancelled
US-C1-1238,C1,P5,"As a financial advisor, I would like to apply for loan to improve security",42,2023-05-23,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,4,2,5,4.1,Cancelled
US-C1-1240,C1,P5,"As a account holder, I want to schedule appointment in order to save time",48,2023-05-23,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,2,3,1,4.0,In Progress
US-C1-1243,C1,P5,"As a bank customer, I would like to transfer funds to improve security with detailed specifications and comprehensive requirements",60,2023-05-24,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,6,8,4.7,In Progress
US-C1-1244,C1,P5,"As a bank customer, I need to schedule appointment so I can comply with regulations",28,2023-05-25,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,4,13,4.2,Done
US-C1-1245,C1,P5,"As a loan officer, I want to transfer funds so that I can track spending",52,2023-05-25,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,5,7,13,4.2,Done
US-C1-1246,C1,P5,"As a financial advisor, I would like to schedule appointment to meet financial goals",37,2023-05-25,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,4,1,4.4,Cancelled
US-C1-1248,C1,P5,"As a account holder, I want to view account balance so that I can save time",55,2023-05-26,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,3,1,3.6,Done
US-C1-1249,C1,P5,"As a financial advisor, I want to view account balance in order to comply with regulations",56,2023-05-26,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,0,6,8,4.3,Done
US-C1-1251,C1,P5,"As a investor, I would like to download statements to save time",43,2023-05-27,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,1,5,2,4.2,Done
US-C1-1253,C1,P5,"As a financial advisor, I want to schedule appointment in order to meet financial goals",49,2023-05-28,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,3,4,8,3.6,In Progress
US-C1-1254,C1,P5,"As a loan officer, I would like to apply for loan to save time",51,2023-05-28,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,3,1,4.4,In Progress
US-C1-1255,C1,P5,"As a investor, I would like to apply for loan to meet financial goals",49,2023-05-28,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,1,3,1,3.6,Done
US-C1-1256,C1,P5,"As a loan officer, I would like to transfer funds to improve security",37,2023-05-29,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,4,5,4.0,In Progress
US-C1-1258,C1,P5,"As a bank customer, I want to transfer funds so that I can improve security",42,2023-05-29,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,4,3,3.6,Done
US-C1-1259,C1,P5,"As a financial advisor, I would like to apply for loan to save time",56,2023-05-30,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,6,13,3.9,In Progress
US-C1-1260,C1,P5,"As a investor, I would like to schedule appointment to track spending with detailed specifications and comprehensive requirements",57,2023-05-30,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,1,1,3,4.2,Cancelled
US-C1-1261,C1,P5,"As a customer, I need to view account balance so that I can improve security",53,2023-05-30,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,6,13,4.1,Done
US-C1-1262,C1,P5,"As a investor, I want to apply for loan in order to improve security",47,2023-05-31,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,2,3,3,3.2,In Progress
US-C1-1263,C1,P5,"As a bank customer, I need to view account balance so that I can comply with regulations",52,2023-05-31,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,2,2,2,4.0,Done
US-C1-1264,C1,P5,"As a bank customer, I want to transfer funds so I can save time",29,2023-05-31,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,0,4,5,4.1,In Progress
US-C1-1265,C1,P5,"As a customer, I need to view account balance so that I can track spending",46,2023-06-01,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,3,6,1,3.8,Done
US-C1-1267,C1,P5,"As a customer, I want to view account balance in order to save time with detailed specifications and comprehensive requirements",66,2023-06-01,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,3,3,4.3,In Progress
US-C1-1268,C1,P5,"As a investor, I would like to download statements to comply with regulations",54,2023-06-02,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,6,3,4.0,Cancelled
US-C1-1270,C1,P5,"As a loan officer, I need to schedule appointment so that I can meet financial goals",52,2023-06-02,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,6,8,4.3,Done
US-C1-1271,C1,P5,"As a investor, I want to view account balance so that I can improve security with detailed specifications and comprehensive requirements",59,2023-06-03,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,1,8,4.2,Done
US-C1-1273,C1,P5,"As a investor, I need to view account balance so that I can comply with regulations with detailed specifications and comprehensive requirements",58,2023-06-03,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,4,3,4.2,Done
US-C1-1274,C1,P5,"As a loan officer, I want to download statements so that I can track spending",47,2023-06-04,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,5,2,4.1,Done
US-C1-1275,C1,P5,"As a investor, I want to schedule appointment in order to improve security with detailed specifications and comprehensive requirements",59,2023-06-04,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,2,6,2,4.4,Done
US-C1-1276,C1,P5,"As a investor, I need to download statements so I can save time",37,2023-06-04,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,2,3,2,4.4,Done
US-C1-1278,C1,P5,"As a customer, I want to view account balance so that I can save time",40,2023-06-05,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,0,5,5,4.3,Cancelled
US-C1-1279,C1,P5,"As a financial advisor, I would like to view account balance to meet financial goals",41,2023-06-05,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,5,1,4.2,Done
US-C1-1281,C1,P5,"As a customer, I want to apply for loan in order to save time",46,2023-06-06,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,1,4,2,3.9,Done
US-C1-1282,C1,P5,"As a account holder, I would like to view account balance to save time",48,2023-06-06,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,4,2,3.8,Done
US-C1-1283,C1,P5,"As a customer, I want to download statements in order to improve security",44,2023-06-07,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,1,4,5,4.0,In Progress
US-C1-1284,C1,P5,"As a customer, I want to apply for loan so I can track spending",37,2023-06-07,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,5,3,3.8,Cancelled
US-C1-1285,C1,P5,"As a loan officer, I want to transfer funds in order to track spending",46,2023-06-07,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,1,5,1,4.3,In Progress
US-C1-1286,C1,P5,"As a investor, I want to view account balance in order to improve security",34,2023-06-08,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,1,3,13,4.8,Done
US-C1-1288,C1,P5,"As a bank customer, I would like to transfer funds to track spending with detailed specifications and comprehensive requirements",57,2023-06-08,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,2,4,3,3.9,Done
US-C1-1289,C1,P5,"As a loan officer, I need to download statements so that I can save time",55,2023-06-09,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,4,13,3.6,Done
US-C1-1290,C1,P5,"As a financial advisor, I want to view account balance in order to meet financial goals",51,2023-06-09,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,4,8,3.9,Done
US-C1-1293,C1,P5,"As a loan officer, I would like to transfer funds to save time",53,2023-06-10,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,4,3,3.8,Done
US-C1-1295,C1,P5,"As a financial advisor, I want to transfer funds in order to improve security",45,2023-06-11,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,8,3,4.5,In Progress
US-C1-1296,C1,P5,"As a investor, I need to transfer funds so that I can comply with regulations with detailed specifications and comprehensive requirements",59,2023-06-11,Finance,Large,7,3,False,0,0,0,0,0,0,0,0,0,6,5,4.3,Cancelled
US-C1-1297,C1,P5,"As a bank customer, I would like to download statements to meet financial goals",22,2023-06-11,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,2,5,4.1,Done
US-C1-1298,C1,P5,"As a loan officer, I need to view account balance so that I can improve security",48,2023-06-12,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,2,3,8,3.8,Done
US-C1-1299,C1,P5,"As a account holder, I want to apply for loan in order to save time",48,2023-06-12,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,3,8,3.9,In Progress
US-C1-1300,C1,P5,"As a loan officer, I want to view account balance so that I can improve security",43,2023-06-12,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,4,13,4.4,Done
US-C1-1301,C1,P5,"As a account holder, I need to transfer funds so that I can meet financial goals",45,2023-06-13,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,0,2,13,4.5,Done
US-C1-1302,C1,P5,"As a investor, I need to download statements so that I can comply with regulations",39,2023-06-13,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,2,6,1,4.2,In Progress
US-C1-1303,C1,P5,"As a customer, I want to schedule appointment so that I can track spending",50,2023-06-13,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,2,3,2,4.1,In Progress
US-C1-1304,C1,P5,"As a customer, I want to view account balance so that I can comply with regulations",45,2023-06-14,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,6,5,4.7,Done
US-C1-1307,C1,P5,"As a account holder, I want to view account balance in order to comply with regulations with detailed specifications and comprehensive requirements",64,2023-06-15,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,2,5,1,4.2,Done
US-C1-1310,C1,P5,"As a loan officer, I need to apply for loan so that I can improve security",43,2023-06-16,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,1,3,5,3.9,Done
US-C1-1311,C1,P5,"As a financial advisor, I need to schedule appointment so that I can track spending",54,2023-06-16,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,4,1,3.7,Done
US-C1-1312,C1,P5,"As a customer, I need to download statements so that I can improve security",39,2023-06-16,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,7,1,4.0,Cancelled
US-C1-1313,C1,P5,"As a customer, I want to schedule appointment in order to meet financial goals",34,2023-06-17,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,3,6,13,3.7,Done
US-C1-1314,C1,P5,"As a customer, I would like to view account balance to save time",52,2023-06-17,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,2,8,1,4.1,In Progress
US-C1-1315,C1,P5,"As a investor, I need to transfer funds so that I can meet financial goals with detailed specifications and comprehensive requirements",64,2023-06-17,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,1,3,1,4.5,Done
US-C1-1316,C1,P5,"As a customer, I want to apply for loan so that I can comply with regulations",44,2023-06-18,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,3,6,8,4.6,Done
US-C1-1317,C1,P5,"As a financial advisor, I need to schedule appointment so that I can track spending",45,2023-06-18,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,5,13,4.0,Done
US-C1-1318,C1,P5,"As a financial advisor, I want to view account balance in order to track spending",49,2023-06-18,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,2,5,4.1,Done
US-C1-1319,C1,P5,"As a loan officer, I want to transfer funds in order to comply with regulations",46,2023-06-19,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,2,6,8,4.1,In Progress
US-C1-1321,C1,P5,"As a customer, I want to schedule appointment so that I can meet financial goals",55,2023-06-19,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,0,3,1,4.1,Done
US-C1-1322,C1,P5,"As a loan officer, I want to transfer funds so I can meet financial goals",37,2023-06-20,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,5,2,3.9,Done
US-C1-1323,C1,P5,"As a investor, I want to view account balance so that I can comply with regulations",46,2023-06-20,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,8,1,4.0,Done
US-C1-1324,C1,P5,"As a investor, I want to apply for loan in order to track spending",53,2023-06-20,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,1,4,5,3.6,Done
US-C1-1325,C1,P5,"As a loan officer, I want to apply for loan so that I can track spending",49,2023-06-21,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,3,8,4.5,Done
US-C1-1326,C1,P5,"As a investor, I want to apply for loan so that I can meet financial goals",44,2023-06-21,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,5,8,3.9,In Progress
US-C1-1328,C1,P5,"As a loan officer, I would like to download statements to comply with regulations",25,2023-06-22,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,2,6,5,3.9,Done
US-C1-1329,C1,P5,"As a financial advisor, I want to apply for loan so that I can meet financial goals with detailed specifications and comprehensive requirements",60,2023-06-22,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,2,3,2,3.7,Cancelled
US-C1-1330,C1,P5,"As a investor, I need to download statements so that I can save time",38,2023-06-22,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,5,5,4.4,Done
US-C1-1331,C1,P5,"As a bank customer, I want to schedule appointment in order to meet financial goals with detailed specifications and comprehensive requirements",57,2023-06-23,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,0,3,1,4.1,Cancelled
US-C1-1333,C1,P5,"As a bank customer, I want to apply for loan so that I can save time",50,2023-06-23,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,3,2,4.5,Done
US-C1-1334,C1,P5,"As a customer, I would like to download statements to comply with regulations",53,2023-06-24,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,2,3,8,4.3,Done
US-C1-1335,C1,P5,"As a investor, I want to schedule appointment in order to comply with regulations",41,2023-06-24,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,2,3,13,3.5,In Progress
US-C1-1336,C1,P5,"As a financial advisor, I would like to view account balance to comply with regulations",55,2023-06-24,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,5,8,4.4,Done
US-C1-1337,C1,P5,"As a investor, I need to schedule appointment so that I can meet financial goals",44,2023-06-25,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,0,3,2,4.2,Done
US-C1-1338,C1,P5,"As a bank customer, I would like to transfer funds to meet financial goals",42,2023-06-25,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,3,1,3.6,Done
US-C1-1340,C1,P5,"As a financial advisor, I need to transfer funds so I can save time",37,2023-06-26,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,4,2,5.0,Done
US-C1-1341,C1,P5,"As a account holder, I would like to apply for loan to track spending",45,2023-06-26,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,3,8,4.1,Cancelled
US-C1-1344,C1,P5,"As a loan officer, I would like to view account balance to track spending",45,2023-06-27,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,2,4,1,4.4,In Progress
US-C1-1345,C1,P5,"As a customer, I need to download statements so that I can save time",44,2023-06-27,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,5,8,3.9,Done
US-C1-1346,C1,P5,"As a investor, I would like to view account balance to save time with detailed specifications and comprehensive requirements",59,2023-06-28,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,3,2,4.0,Done
US-C1-1347,C1,P5,"As a customer, I want to apply for loan so that I can track spending",44,2023-06-28,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,4,3,4.2,Done
US-C1-1348,C1,P5,"As a financial advisor, I need to download statements so that I can track spending with detailed specifications and comprehensive requirements",58,2023-06-28,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,6,1,4.2,Done
US-C1-1349,C1,P5,"As a account holder, I want to apply for loan in order to save time",42,2023-06-29,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,5,3,3.8,In Progress
US-C1-1350,C1,P5,"As a customer, I would like to download statements to save time",50,2023-06-29,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,4,3,3.9,In Progress
US-C1-1351,C1,P5,"As a investor, I want to transfer funds so I can meet financial goals",32,2023-06-29,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,1,2,3.6,Cancelled
US-C1-1352,C1,P5,"As a account holder, I would like to apply for loan to track spending",34,2023-06-30,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,3,8,4.4,Cancelled
US-C1-1353,C1,P5,"As a loan officer, I want to view account balance in order to save time",43,2023-06-30,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,0,4,2,4.0,Done
US-C1-1354,C1,P5,"As a account holder, I want to download statements in order to track spending",40,2023-06-30,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,5,5,4.0,Cancelled
US-C1-1355,C1,P5,"As a customer, I need to transfer funds so that I can improve security",38,2023-07-01,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,4,2,3.8,Cancelled
US-C1-1356,C1,P5,"As a customer, I would like to schedule appointment to track spending",29,2023-07-01,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,2,2,8,3.9,Done
US-C1-1358,C1,P5,"As a loan officer, I would like to schedule appointment to improve security",51,2023-07-02,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,3,1,5,4.0,Done
US-C1-1359,C1,P5,"As a financial advisor, I want to view account balance in order to save time",43,2023-07-02,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,3,2,4.0,Done
US-C1-1360,C1,P5,"As a investor, I would like to schedule appointment to improve security with detailed specifications and comprehensive requirements",62,2023-07-02,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,1,5,2,4.1,Done
US-C1-1361,C1,P5,"As a bank customer, I want to download statements so that I can track spending",43,2023-07-03,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,3,6,1,4.6,Done
US-C1-1363,C1,P5,"As a investor, I need to transfer funds so that I can meet financial goals with detailed specifications and comprehensive requirements",65,2023-07-03,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,2,3,2,3.9,Done
US-C1-1364,C1,P5,"As a investor, I want to download statements so that I can meet financial goals",42,2023-07-04,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,6,2,4.3,In Progress
US-C1-1367,C1,P5,"As a account holder, I would like to schedule appointment to comply with regulations",50,2023-07-05,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,4,13,3.9,Done
US-C1-1369,C1,P5,"As a loan officer, I want to view account balance so that I can track spending",44,2023-07-05,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,1,5,8,4.1,Cancelled
US-C1-1370,C1,P5,"As a loan officer, I want to view account balance so that I can track spending",55,2023-07-06,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,0,4,13,3.9,Done
US-C1-1371,C1,P5,"As a account holder, I need to download statements so that I can comply with regulations with detailed specifications and comprehensive requirements",57,2023-07-06,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,0,3,5,4.3,Done
US-C1-1372,C1,P5,"As a customer, I need to schedule appointment so that I can comply with regulations",46,2023-07-06,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,0,2,8,3.9,Done
US-C1-1373,C1,P5,"As a financial advisor, I need to apply for loan so that I can comply with regulations",51,2023-07-07,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,1,5,5,4.4,Done
US-C1-1374,C1,P5,"As a investor, I would like to apply for loan to save time",40,2023-07-07,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,2,2,8,4.4,Done
US-C1-1375,C1,P5,"As a financial advisor, I need to schedule appointment so that I can track spending",56,2023-07-07,Finance,Large,7,6,False,0,0,0,0,0,0,0,0,2,4,13,3.8,In Progress
US-C1-1376,C1,P5,"As a bank customer, I want to transfer funds so that I can track spending",47,2023-07-08,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,6,5,3.5,Cancelled
US-C1-1378,C1,P5,"As a loan officer, I want to transfer funds so that I can save time",47,2023-07-08,Finance,Large,7,7,False,0,0,0,0,0,0,0,0,2,5,1,4.2,In Progress
US-C1-1379,C1,P5,"As a investor, I want to download statements in order to save time",40,2023-07-09,Finance,Large,7,3,False,0,0,0,0,0,0,0,0,2,6,8,4.1,Done
US-C1-1380,C1,P5,"As a loan officer, I want to view account balance so that I can track spending with detailed specifications and comprehensive requirements",61,2023-07-09,Finance,Large,7,8,False,0,0,0,0,0,0,0,0,0,3,1,4.4,Done
US-C1-1381,C1,P5,"As a investor, I want to schedule appointment in order to improve security",54,2023-07-09,Finance,Large,7,9,False,0,0,0,0,0,0,0,0,0,1,1,3.5,Done
US-C1-1383,C1,P5,"As a investor, I need to download statements so that I can comply with regulations with detailed specifications and comprehensive requirements",64,2023-07-10,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,1,4,1,3.8,Cancelled
US-C1-1384,C1,P5,"As a financial advisor, I need to download statements so that I can improve security",48,2023-07-10,Finance,Large,7,5,False,0,0,0,0,0,0,0,0,2,5,3,4.3,Done
US-C1-1385,C1,P5,"As a investor, I need to view account balance so that I can track spending",44,2023-07-11,Finance,Large,7,4,False,0,0,0,0,0,0,0,0,0,6,3,4.3,Done
